TAXON_ORDER,SPECIES_CODE,COMMON_NAME,REASON,PRIORITY,PARTNER_REQUEST,CONT_MAX,CUSTOM_TAX_YEAR,BOW_LINK,MODEL_AS_RESIDENT,SUMMARIZE_AS_RESIDENT,LAND,STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_TREND_START,RESIDENT_TREND_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,CUSTOM_ES,notes,LAST_SUBMISSION_TIME
247,wiwduc1,West Indian Whistling-Duck,Caribbean,1,TRUE,North America,,https://birdsoftheworld.org/bow/species/wiwduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,1,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"Misses eastern Cuba, but otherwise, I think this pretty well captures a majority of the records.",2025-02-17T13:14:05.485Z
249,fuwduc,Fulvous Whistling-Duck,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/fuwduc/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,MTA,1,11-15,02-08,02-15,04-19,04-26,08-16,08-23,11-08,,,,,2,2,2,2,2,,TRUE,,"Africa is pretty rough, but the rest of the range is fine.",2025-01-24T14:22:08.296Z
266,empgoo,Emperor Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/empgoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,1,11-01,04-26,05-03,05-24,05-31,06-28,09-13,10-25,,,,,2,2,2,2,2,,,,"Nonbreeding overly restricted on Aleutians and missing from Russia. Breeding is decent in US, although on Gambell too much. Missing too much breeding from Russia. ",2024-09-26T20:54:06.732Z
267,snogoo,Snow Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/snogoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,01-04,01-25,02-01,05-31,06-07,08-09,08-16,12-27,,,,,3,3,2,3,3,,,,"Continues to be annoyingly patchy in Arctic during breeding, especially missing greenland. Migrations and nonbreeding are excellent.",2024-11-19T20:47:34.028Z
272,rosgoo,Ross's Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/rosgoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,01-04,01-18,01-25,05-24,05-31,06-21,09-06,12-27,,,,,3,3,2,2,3,,,,Still missing a chunk of the western breeding population and breeding season still disappears for awhile.,2024-10-14T20:41:18.865Z
275,gragoo,Graylag Goose,New Zealand,1,,Europe,,https://birdsoftheworld.org/bow/species/gragoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,1,12-13,01-25,02-01,04-26,05-03,07-05,07-12,12-06,,,,,2,2,2,2,2,,,,"Russia overall noisy, especially around Mongolia, but not bad.",2024-11-19T20:22:44.773Z
287,gwfgoo,Greater White-fronted Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/gwfgoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-27,01-18,01-25,05-31,06-07,08-02,08-09,12-20,,,,,3,2,2,2,2,,,,Greenland still missing. Russia missing.,2024-09-30T21:07:00.170Z
306,tunbeg1,Tundra Bean-Goose,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/tunbeg1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,02-01,02-08,05-17,05-24,06-14,09-13,12-13,,,,,2,2,1,2,2,,,,Europe is quite good. Missing much of Russia. May capture most of nonbreeding around Yellow Sea as well?,2024-12-06T17:30:54.100Z
311,pifgoo,Pink-footed Goose,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/pifgoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,0,12-13,01-04,01-11,06-07,06-14,07-26,09-13,12-06,,,,,3,2,2,2,2,,,,"Nonbreeding excellent. Postbreeding has some overextrap on Greenland, so dates removed. But decent breeding this time around. ",2024-10-14T17:52:07.890Z
314,brant,Brant,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/brant/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-06,02-22,03-01,06-07,06-14,08-16,08-23,11-29,,,,,3,2,1,2,2,,,,Missing Russian populations still. Canadian high arctic breeding is very sparse. Good in Alaska. Nonbreeding excellent. ,2024-10-11T19:56:42.622Z
372,cabgoo1,Cape Barren Goose,Australia,1,,Oceania,,https://birdsoftheworld.org/bow/species/cabgoo1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,0,0,0,0,0,,,,"Mostly pretty good, but two problems, one key enough to fail to me: 1. Overall seemingly underpredicting, especially just SW of Melbourne around Geelong/Werribee, and also on north coast of Tassie, where seemingly missing a key population. The predictions also seem strangely binary compared to what I'm used to: where it's predicted it's generally high abundance, but there's no low-abundance in adjacent areas with more sporadic reports and numbers. 2. Predicting throughout Northland in NZ, where there are only a few all-time historic vagrant records, and where it seems quite overpredicted.",2025-01-31T16:40:59.779Z
375,freduc1,Freckled Duck,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/freduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,0,0,0,0,0,,,,"Seems wildly overpredicted in core of range in S. Aus and NSW, so failing.",2025-02-17T15:57:41.525Z
322,bargoo,Barnacle Goose,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/bargoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-27,02-22,03-01,06-07,06-14,08-23,08-30,12-20,,,,,3,2,2,2,2,,,,"Animation much better controlled. Much better in North America. Missing some birds further east in Russia, but extrap issues cleaned up on Greenland.",2024-09-26T15:16:54.043Z
331,cacgoo1,Cackling Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/cacgoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,01-04,01-25,02-01,05-24,05-31,08-02,08-09,12-27,,,,,3,3,2,3,3,,,,High arctic breeding is patchy.,2024-09-23T20:19:23.155Z
342,cangoo,Canada Goose,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/cangoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,12-20,01-18,01-25,06-14,06-21,08-16,08-23,12-13,,,,,3,3,3,3,3,,,,"Northern arctic pops are spotty, especially Greenland. Such protracted migration across the continent!",2024-09-26T17:46:13.954Z
377,mutswa,Mute Swan,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/mutswa/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,02-01,02-08,04-19,04-26,08-30,09-06,12-13,,,,,2,2,2,2,2,,,,Still missing the eastern Asian birds.,2024-10-14T16:47:27.998Z
379,blkswa,Black Swan,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/blkswa/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,3,,,,,,,,,01-04,05-10,08-23,12-27,3,3,3,3,3,,,,"Gets the water bodies and distribution, maybe a bit of movement lost in Australia but unsure about this.",2024-10-26T03:20:47.327Z
381,blnswa2,Black-necked Swan,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/blnswa2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,3,,,,,,,,,01-04,09-13,01-11,12-27,3,3,3,3,3,,,,Excellent,2025-01-22T12:29:17.507Z
382,truswa,Trumpeter Swan,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/truswa/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,12-06,02-15,02-22,04-26,05-03,08-02,08-09,11-29,,,,,3,3,3,3,3,,,,Quite good.,2024-12-06T17:24:37.067Z
384,tunswa,Tundra Swan,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/tunswa/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-27,02-15,02-22,05-31,06-07,07-26,08-02,12-20,,,,,3,2,2,2,2,,,,Still missing a lot of Russian breeding area. Non-breeding is good.,2024-12-06T17:33:10.816Z
390,whoswa,Whooper Swan,Europe,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/whoswa/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,01-25,02-01,04-26,05-03,06-28,07-05,12-13,,,,,2,2,2,2,2,,,,"Missing much of the Russian breeding pop. Nonbreeding is quite good, missing some central Asia.",2025-01-28T19:37:59.257Z
395,cosswa1,Coscoroba Swan,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/cosswa1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,2,05-31,08-02,,,11-08,02-22,,,,,,,3,0,3,0,3,,,,"The animation looks overfitted and noisy, but the distribution  maps for breeding and non-breeding seem ok.",2025-02-12T16:28:43.684Z
399,origoo1,Orinoco Goose,Colombia,1,TRUE,South America,,https://birdsoftheworld.org/bow/species/origoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,Where predicted good. More honest than last year. Lowering ES would extrapolate.,2025-01-16T15:08:32.652Z
400,andgoo1,Andean Goose,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/andgoo1/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,VPM,2,03-08,11-01,,,11-08,03-01,,,,11-08,03-01,,2,0,2,0,2,,,,Overall patchy and seemingly a little too sparse at the southern end of the range. Migratory populations in central Chile are not well seen.,2024-12-12T00:51:53.919Z
401,uplgoo1,Upland Goose,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/uplgoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,3,05-24,07-26,08-02,10-04,10-11,03-01,03-08,05-17,,,,,3,3,3,3,3,,,,"Overall Ok, dates correspond to expansions north.",2025-02-25T15:00:54.881Z
406,kelgoo1,Kelp Goose,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/kelgoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,1,04-05,07-26,,,10-25,02-08,,,,,,,3,0,3,0,3,,,,"Very noisy, its movements are unclear in the model.",2025-02-12T00:07:31.058Z
409,ashgoo1,Ashy-headed Goose,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/ashgoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,1,05-24,07-26,,,11-08,03-08,,,,,,,2,0,3,0,2,,,,"The two seasons are well represented, but the difference between each week makes it noisy and changing a lot.",2025-01-13T16:04:55.583Z
410,ruhgoo1,Ruddy-headed Goose,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/ruhgoo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,3,06-07,08-02,,,10-04,02-15,,,,,,,3,0,3,0,3,,,,"March 29 and April 5 look very noisy, the other weeks look good, it would be awesome to count in future models with the transition areas.",2025-02-25T17:45:30.872Z
417,egygoo,Egyptian Goose,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/egygoo/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,08-09,12-27,12-27,2,2,2,2,2,,,,"Missing the western Africa part of the range, but the east and south African distributions look good and covers invasive areas well.",2024-09-06T14:00:43.513Z
423,soashe1,South African Shelduck,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/soashe1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,Overall range is good. Potentially underpredicted in some areas due to seasonal water. ,2025-03-21T16:53:01.603Z
424,ausshe1,Australian Shelduck,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/ausshe1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"Maybe a bit tight on the northern boundaries in NSW, S. Australia and eastern boundary on w. Australia, but mostly pretty great overall. Maybe a touch underpredicted around Perth.",2024-11-19T20:19:37.731Z
425,parshe1,Paradise Shelduck,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/parshe1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,3,,,,,,,,,01-04,04-05,10-25,12-27,3,3,3,3,3,,,,EPIC! Shows the annual seasonal moult so well in January -  March where they are known to move to communal moulting sites. Nice work team!,2024-09-15T01:56:59.483Z
432,flystd1,Flying Steamer-Duck,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/flystd1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,0,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,0.75,"Seems to be missing the population on the Malvinas/Falkland islands, also, the small population that uses the coast in Chile.",2025-02-27T17:19:40.619Z
433,flistd1,Flightless Steamer-Duck,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/flistd1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,OK,2025-01-27T14:35:02.330Z
441,creduc1,Crested Duck,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/creduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,2,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"A bit overfitted, its western population is over-estimated, as it is only common in the Andes in Chile. However, overall is very good.",2025-02-12T16:32:24.143Z
444,speduc2,Spectacled Duck,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/speduc2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,1,04-05,08-02,,,10-04,02-01,,,,,,,2,0,2,0,2,,,,"Very jumpy and some holes in the model, this species is mostly resident.",2025-02-11T18:05:42.660Z
445,musduc,Muscovy Duck,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/musduc/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,01-04,05-10,12-27,2,2,2,2,2,,,,"Honestly patch in Amazon, but animation is reasonably stable. Otherwise, decent.",2024-09-16T14:21:36.031Z
454,rintea1,Ringed Teal,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/rintea1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2025-03-03T20:01:36.766Z
455,wooduc,Wood Duck,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/wooduc/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,12-06,01-25,02-01,04-19,04-26,06-21,06-28,11-29,,,,,3,3,3,3,3,,,,Much better on northern edge this year.,2024-11-28T01:43:42.039Z
457,manduc,Mandarin Duck,Asia,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/manduc/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,0,11-22,02-15,02-22,04-05,04-12,07-26,08-02,11-15,,,,,1,1,2,1,1,,,,"Rough western and northern edges. China is variable, likely due to some amount of exotics. More restricted in Russia and China, which is mostly good, due to extrapolation. Japan is decent.",2025-01-16T13:38:19.068Z
478,baitea,Baikal Teal,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/baitea/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,0,,,,,,,,,,,,,0,0,0,0,0,,,,All of the range is missing from almost every season. Even winter range is less than half of what it should be according to BOW.,2025-03-17T15:05:45.639Z
461,bratea1,Brazilian Teal,Brazil,1,TRUE,South America,,https://birdsoftheworld.org/bow/species/bratea1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,12-13,03-01,12-27,2,2,2,2,2,,,0.75,"Missing Roraima birds and not far enough into Vene, but honest.",2025-02-19T01:48:21.553Z
465,bluduc1,Blue Duck,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/bluduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,3,,,,,,,,,01-04,10-11,03-22,12-27,3,3,3,3,3,,,,"Looks really strong now with good coverage where known whio populations are, and the abundance estimations line up with how low numbers are in spots.",2024-09-15T00:32:55.512Z
468,torduc1,Torrent Duck,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/torduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"Pretty good, lacks the small population in Nahuelbuta National Park (south-central Chile)",2025-02-25T17:36:23.923Z
479,gargan,Garganey,US/CA,1,,Asia,,https://birdsoftheworld.org/bow/species/gargan/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,11-29,02-01,02-08,05-31,06-07,06-28,07-05,11-22,,,,,2,2,2,2,2,,TRUE,,Nonb sparse in Africa. Migs great. Breeding edges in eastern Asia and on northern edge in Russia are poorly defined and underpredicted. Europe looks great.,2024-10-11T20:28:59.330Z
481,siltea1,Silver Teal,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/siltea1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,2,04-05,08-09,,,10-18,02-15,,,,,,,2,0,2,0,2,,,,"The animation is jumpy but overall OK; the species is partially migrant, the gif shows the movement of southern populations, and the dates noted here correspond to that, with some fluctuation between weeks within seasons.",2025-02-25T17:29:18.065Z
484,puntea1,Puna Teal,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/puntea1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,VPM,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"Very spotty in the southern and northern limits, but overall very good.",2025-01-24T15:16:16.127Z
485,buwtea,Blue-winged Teal,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/buwtea/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,12-27,01-25,02-01,06-07,06-14,07-12,07-19,12-20,,,,,3,3,3,3,3,,,,Excellent. A little honestly patchy in n. Sask.,2024-10-11T19:38:55.566Z
487,cintea,Cinnamon Teal,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/cintea/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-06,01-18,01-25,05-17,05-24,07-26,08-02,11-29,,,,,3,3,3,3,3,,,,"Animation is a little too jumpy in Argentina. A little clearer signal in Argentina this time around, however.",2024-09-24T13:34:07.433Z
496,redsho1,Red Shoveler,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/redsho1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,2,05-31,08-02,08-09,10-04,10-11,03-29,04-05,05-24,,09-06,02-08,,2,2,2,2,3,,,,"Generally OK, shows movement of southern populations, some fluctuation between weeks within seasons. Sparser on northern edge this year, which is probably appropriate.",2025-02-11T17:41:10.835Z
497,capsho1,Cape Shoveler,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/capsho1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,1,1,1,1,1,,,,"Generally a little on the sparse side, but seems to get pattern in South Africa correct. Missing n. Botswana. Namibia imprecise.",2025-03-21T14:29:47.854Z
498,aussho1,Australasian Shoveler,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/aussho1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,2,,,,,,,,,01-04,09-13,11-29,12-27,1,1,1,1,1,,,,Seems like the model is fragmenting the distribution here where the species would be expected in between high concentration areas (wetlands etc.) but no low abundance (yellow) appears on the projections which is a bit odd. Spot-checking a bunch of places it seems like it's actually done a decent job at identifying individual wetlands and water bodies that this species uses—it may actually be a fairly accurate version. Somewhere between 1-2 to us due to uncertainty about specifics. ,2024-08-25T01:27:46.177Z
501,norsho,Northern Shoveler,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/norsho/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,01-04,02-01,02-08,05-31,06-07,07-19,07-26,12-27,,,,,2,2,2,2,2,,,,Russia and Africa still patchy. Good elsewhere.,2025-02-14T20:29:54.464Z
505,gadwal,Gadwall,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/gadwal/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,01-25,02-01,05-31,06-07,07-26,08-02,12-13,,,,,3,2,2,2,2,,,,Central Asia is still a little patchy. Much more honest about sparse breeders in Alaska and northern Canada this time around.,2024-12-06T16:42:28.628Z
509,falduc,Falcated Duck,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/falduc/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,1,11-22,02-22,03-01,05-31,06-07,07-05,07-12,11-15,,,,,2,1,1,1,1,,,,"Animation shows movements, but disappears entirely during some weeks in post-breeding. Static maps mostly well underextrapolated, especially breeding which is missing much of the range in Russia. Nonbreeding is best but still not quite there.",2025-03-16T20:32:34.319Z
530,yebduc1,Yellow-billed Duck,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/yebduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,04-26,10-11,12-27,0,0,0,0,0,,,,Really unfortunately patchy this time around.,2025-03-21T16:44:31.329Z
512,eurwig,Eurasian Wigeon,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/eurwig/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-27,02-08,02-15,06-07,06-14,07-26,08-02,12-20,,,,,3,2,2,2,2,,,,"Missing a large chunk of Russia, otherwise, quite good.",2024-09-26T20:56:17.928Z
517,amewig,American Wigeon,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/amewig/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,12-27,02-01,02-08,05-24,05-31,08-02,08-09,12-20,,,,,3,3,3,3,3,,,,Excellent.,2024-11-26T20:35:11.841Z
524,chiwig1,Chiloe Wigeon,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/chiwig1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,2,06-14,08-09,,,09-27,04-26,,,,,,,3,0,3,0,3,,,,"In general very good, somewhat jumpy between weeks.",2025-01-27T12:09:57.331Z
534,pabduc1,Pacific Black Duck,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/pabduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,2,,,,,,,,,01-04,11-01,12-27,12-27,2,2,2,2,2,,,,"Missing Sumatra and Java, otherwise overall decent. A little tight right now. For New Zealand and Chatham Islands shows what we hoped in low abundances for this species after high hybridisation rates with introduced Mallard.",2024-09-15T01:53:42.995Z
543,spbduc,Eastern Spot-billed Duck,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/spbduc/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,1,12-13,01-25,02-01,05-03,05-10,09-13,09-20,12-06,,,,,1,2,2,2,2,,,,"2025: Overall okay, but NW edge of breeding range too tight, can further stretch in W Mongolia. Breeding range far better than nonbreeding (much of NE India & Myanmar understated, Nepal & Bhutan missing). Southern edge of nonbreeding range (SE Asia, SW China) bit tight.
2023: Breeding and nonbreeding both do poorly; missing SE Asian populations, and nonbreeding shown way further north into mainland Asia than should be. Migration seasons do better.",2025-03-18T16:49:46.317Z
